0.000000000000000000e+00,1.563686816318128869e+01
2.000400080016003206e-03,1.560739435729406033e+01
4.000800160032006413e-03,1.557831483007020879e+01
6.001200240048009185e-03,1.554958347632910431e+01
8.001600320064012825e-03,1.552116085205292428e+01
1.000200040008001647e-02,1.549301328677687373e+01
1.200240048009601837e-02,1.546511210882170495e+01
1.400280056011202201e-02,1.543743296937478959e+01
1.600320064012802565e-02,1.540995525308775704e+01
1.800360072014402929e-02,1.538266156437880916e+01
2.000400080016003293e-02,1.535553728011305807e+01
2.200440088017603657e-02,1.532857016021196905e+01
2.400480096019203674e-02,1.530175000905766503e+01
2.600520104020804038e-02,1.527506838125656152e+01
2.800560112022404402e-02,1.524851832615453695e+01
3.000600120024004766e-02,1.547675913888109456e+01
3.200640128025605130e-02,1.568132338345141719e+01
3.400680136027205147e-02,1.557264384172935223e+01
3.600720144028805858e-02,1.649992107743018366e+01
3.800760152030405875e-02,1.612493500265599167e+01
4.000800160032006586e-02,1.580059704486711958e+01
4.200840168033606603e-02,1.552051876311044687e+01
4.400880176035207314e-02,1.527909411501980053e+01
4.600920184036807331e-02,1.507140210778211831e+01
4.800960192038407348e-02,1.489312321857845056e+01
5.001000200040008059e-02,1.474046695383256456e+01
5.201040208041608076e-02,1.434031514939769991e+01
5.401080216043208787e-02,1.413105901153384281e+01
5.601120224044808804e-02,1.395306815828102209e+01
5.801160232046409515e-02,1.380247519476960960e+01
6.001200240048009532e-02,1.367584829670389723e+01
6.201240248049610243e-02,1.357014735380247217e+01
6.401280256051210260e-02,1.348268404264947939e+01
6.601320264052810971e-02,1.341108540282141171e+01
6.801360272054410294e-02,1.335326060986163732e+01
7.001400280056011005e-02,1.330737070662698152e+01
7.201440288057611716e-02,1.327180109134942576e+01
7.401480296059212427e-02,1.324513657890263829e+01
7.601520304060811750e-02,1.322613886102594805e+01
7.801560312062412461e-02,1.321372619546091975e+01
8.001600320064013172e-02,1.320695515768518113e+01
8.201640328065612495e-02,1.320500429219020155e+01
